stableOccurrenceId,postNum,storedPhrase,sentenceText,directiveSegments,religiousSegment,themes,proposedDestination,authorshipState,sourceType,alsoQuotedInPayload,action,proposedRuling,status,blockedBy,reason
"117#0","117","Define.","Define.","Define.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"117#1","117","Reconcile.","Reconcile.","Reconcile.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1176#0","1176","Think logically.","Think logically.","Think logically.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1176#1","1176","Think State of the Union - FREE.","Think State of the Union - FREE.","Think State of the Union - FREE.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"118#0","118","Think SA.","Think SA.","Think SA.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"118#1","118","Think 'Taken'.","Think ‘Taken’.","Think ‘Taken’.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"118#2","118","Repeat.","Repeat.","Repeat.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1180#0","1180","Join POTUS' legal team.","Join POTUS’ legal team.","Join POTUS’ legal team.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1180#1","1180","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1181#0","1181","Trust the plan.","Trust the plan.","Trust the plan.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1182#0","1182","Update.","Update.","Update.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1182#1","1182","Read.","Read.","Read.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1182#2","1182","Study the EOs.","Study the EOs.","Study the EOs.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1182#3","1182","Follow the 'pen'.","Follow the ‘pen’.","Follow the ‘pen’.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1182#4","1182","Connect.","Connect.","Connect.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1182#5","1182","Learn.","Learn.","Learn.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1183#0","1183","Push to DIVIDE is strong.","Push to DIVIDE is strong.","Push to DIVIDE is strong.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","BLOCKED_PENDING_EDITORIAL","R5 declarative-lead worksheet","canonical post body, no embedded-source evidence"
"1183#1","1183","Think pre vs post 2016 election.","Think pre vs post 2016 election.","Think pre vs post 2016 election.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1183#2","1183","Stay TOGETHER.","Stay TOGETHER.","Stay TOGETHER.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1183#3","1183","Stay STRONG.","Stay STRONG.","Stay STRONG.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1184#0","1184","Archive immediately.","Archive immediately.","Archive immediately.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1186#0","1186","Archive OFFLINE immediately.","Archive OFFLINE immediately.","Archive OFFLINE immediately.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1187#0","1187","Think net worth.","Think net worth.","Think net worth.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1188#0","1188","Build profile 1XD x7","Build profile 1XD x7","Build profile 1XD x7","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"119#0","119","List the Billionaires.","List the Billionaires.","List the Billionaires.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"119#1","119","Reconcile.","Reconcile.","Reconcile.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1190#0","1190","Think SC.","Think SC.","Think SC.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1197#0","1197","Watch CA.","Watch CA.","Watch CA.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1198#0","1198","Keep up the good fight!","Keep up the good fight!","Keep up the good fight!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1199#0","1199","Answer Q re: SR.","Answer Q re: SR.","Answer Q re: SR.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"120#0","120","Think Snowden.","Think Snowden.","Think Snowden.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1208#0","1208","Expand further.","Expand further.","Expand further.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1208#1","1208","Open source.","Open source.","Open source.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1209#0","1209","END.","END.","END.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"121#0","121","Compare.","Compare.","Compare.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"121#1","121","List.","List.","List.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"121#2","121","Laugh.","Laugh.","Laugh.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1213#0","1213","Open source.","Open source.","Open source.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1218#0","1218","Push FAKE NEWS [4am] - MSM PRE BAD news [THEM].","Push FAKE NEWS [4am] - MSM PRE BAD news [THEM].","Push FAKE NEWS [4am] - MSM PRE BAD news [THEM].","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1219#0","1219","Think Sessions.","Think Sessions.","Think Sessions.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1219#1","1219","Expand your thinking outside of 'leaks'.","Expand your thinking outside of ‘leaks’.","Expand your thinking outside of ‘leaks’.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"122#0","122","Refer back to black pop crumbs.","Refer back to black pop crumbs.","Refer back to black pop crumbs.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"122#1","122","Paint the picture.","Paint the picture.","Paint the picture.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"122#2","122","Pray.","Pray.","Pray.","","Religion & Spirituality","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","READY","","canonical post body, no embedded-source evidence"
"1220#0","1220","Protect domestic high prices.","Protect domestic high prices.","Protect domestic high prices.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1221#0","1221","Trust funds (3).","Trust funds (3).","Trust funds (3).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1222#0","1222","Think public & private Twitter accounts.","Think public & private Twitter accounts.","Think public & private Twitter accounts.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1223#0","1223","Think private email addresses.","Think private email addresses.","Think private email addresses.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1224#0","1224","Think Wendy.","Think Wendy.","Think Wendy.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1224#1","1224","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1225#0","1225","Learn our comms.","Learn our comms.","Learn our comms.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1228#0","1228","Look at those palm trees!","Look at those palm trees!","Look at those palm trees!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1229#0","1229","Expand further.","Expand further.","Expand further.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1232#0","1232","Please stand by.","Please stand by.","Please stand by.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1235#0","1235","Don't forget about Huma.","Don’t forget about Huma.","Don’t forget about Huma.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1238#0","1238","Listen carefully.","Listen carefully.","Listen carefully.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1241#0","1241","Think NK.","Think NK.","Think NK.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1241#1","1241","Define nuclear stand-off.","Define nuclear stand-off.","Define nuclear stand-off.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1241#2","1241","Think Paris accord.","Think Paris accord.","Think Paris accord.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1241#3","1241","Define kickback.","Define kickback.","Define kickback.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1241#4","1241","Define slush fund.","Define slush fund.","Define slush fund.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1245#0","1245","Think SA.","Think SA.","Think SA.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1245#1","1245","Define hostage.","Define hostage.","Define hostage.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1245#2","1245","Define protection.","Define protection.","Define protection.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1245#3","1245","Trust the plan.","Trust the plan.","Trust the plan.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1248#0","1248","Wake up!","Wake up!","Wake up!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1248#1","1248","Learn.","Learn.","Learn.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1248#2","1248","Question.","Question.","Question.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1248#3","1248","Fight!","Fight!","Fight!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1249#0","1249","Define smuggle.","Define smuggle.","Define smuggle.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1249#1","1249","Follow the EOs.","Follow the EOs.","Follow the EOs.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1250#0","1250","Think logically.","Think logically.","Think logically.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1250#1","1250","Follow the timeline.","Follow the timeline.","Follow the timeline.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1250#2","1250","Follow the timeline.","Follow the timeline.","Follow the timeline.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1250#3","1250","Define 'Exchange'.","Define ‘Exchange’.","Define ‘Exchange’.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1251#0","1251","Listen carefully.","Listen carefully.","Listen carefully.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1251#1","1251","Trust the plan.","Trust the plan.","Trust the plan.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1252#0","1252","Learn the term 'Projection'.","Learn the term ‘Projection’.","Learn the term ‘Projection’.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1252#1","1252","Learn the TRUTH.","It’s time to learn the TRUTH.","learn the TRUTH.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","HOLD","NEEDS_FRAGMENT_REVIEW","BLOCKED_PENDING_EDITORIAL","R5 fragment worksheet","OWNER RULING R5: stored phrase is clipped from the middle of a longer sentence; part-of-speech of the leading word must be read from the complete sentence by an editor."
